CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
6.1106,0.2573,44.8625,2.0683,2.0061,13.7666,2.493,82.7502,153.6772
6.1429,0.2394,49.345,1.5374,1.5124,13.3961,2.5271,81.4864,152.0286
6.1663,0.2326,59.6624,1.7452,1.706,14.2425,2.5681,80.2263,149.9985
6.1709,0.3017,66.2433,2.9184,2.7947,12.0222,2.5516,78.6835,146.4951
6.1723,0.3576,67.7847,2.5401,2.5069,9.482,2.5458,77.9031,141.1251
6.1707,0.3159,66.3226,2.4244,2.4113,7.2071,2.5371,77.0938,136.2452
6.1732,0.2841,61.8934,2.3044,2.2872,5.0914,2.5093,76.1183,136.8507
6.1747,0.2948,50.2429,1.758,1.7785,4.6337,2.4952,75.6111,143.7898
6.1629,0.2225,40.1073,1.6428,1.6767,5.229,2.5183,78.1905,155.7269
6.139,0.1479,39.0976,1.7422,1.7493,6.2747,2.5253,81.5846,168.793
6.1238,0.14,44.7147,2.4684,2.3874,6.889,2.4912,87.722,183.2935
6.1412,0.1788,63.5185,2.8328,2.675,8.2156,2.4152,94.3618,199.9366
6.1695,0.3518,78.4477,3.0228,2.8462,9.0673,2.3147,101.9336,215.8728
6.1893,0.8009,83.3127,4.2668,4.0321,7.2126,2.1016,108.6107,233.9764
6.2013,0.8238,83.8745,5.2303,4.9574,6.2038,1.9668,113.4305,244.0603
6.2112,0.5913,81.1822,5.4235,5.1505,7.2901,1.9916,118.0587,244.8307
6.2511,0.5477,80.4018,4.5104,4.2325,10.0482,2.1159,120.6425,237.0354
6.2994,0.5636,85.8565,3.2793,2.9935,11.1233,2.181,120.1346,225.0599
6.3333,0.5698,90.4979,2.5981,2.3778,8.3464,2.0445,116.2683,207.8714
6.2959,0.5472,90.6367,2.3219,2.1587,5.6809,1.8927,110.6647,184.7664
6.2295,0.5035,89.2453,2.9281,2.6994,5.0757,1.8387,105.2958,165.3603
6.2091,0.4499,84.3313,4.3884,4.0029,5.3126,2.0083,100.3954,157.909
6.1976,0.4469,74.3705,4.775,4.366,5.6484,2.3385,95.907,160.4785
6.1839,0.3697,61.8419,3.2057,2.8596,5.5846,2.5437,92.1966,167.4285
6.1844,0.2561,54.6469,2.7555,2.4787,5.6083,2.5817,90.0989,173.6696
6.1946,0.331,54.629,2.819,2.5281,5.7458,2.3133,90.7375,179.4367
6.2014,0.4056,59.6815,2.8033,2.4658,5.7495,2.0019,92.8475,183.2914
6.205,0.3356,65.5549,3.7411,3.3276,5.7683,1.9912,95.1209,186.5161
6.2045,0.3197,69.2862,5.5081,5.0636,5.9296,2.1415,96.3568,187.6111
6.2182,0.4231,71.2022,6.6744,6.0851,6.3902,2.1586,96.7116,187.6327
6.2415,0.5978,73.1779,3.6195,3.2251,8.4873,2.189,96.6484,187.9339
6.2687,0.5733,77.4409,3.8315,3.4206,10.9937,2.3066,96.6447,189.1653
6.2925,0.3829,80.6912,3.9717,3.5661,12.0227,2.3485,97.3238,193.2728
6.2959,0.3292,85.6466,3.401,3.0493,12.5908,2.3421,98.7634,199.0834
6.3085,0.3607,92.0503,3.2903,2.981,12.7359,2.32,100.8449,204.5135
6.331,0.3706,95.969,3.1808,2.8945,11.5331,2.2987,102.8804,209.0876
6.3379,0.3846,94.435,2.6276,2.4327,9.873,2.299,104.9858,213.8226
6.3386,0.4249,89.0026,2.834,2.6176,9.1747,2.3036,107.0959,218.1092
6.3374,0.4656,86.3536,2.9284,2.7016,11.4315,2.3541,109.4599,221.5684
6.3341,0.5018,86.5675,2.4162,2.2512,14.3474,2.4167,108.6569,220.566
6.3451,0.5668,87.2171,2.0864,1.9686,12.2493,2.3234,104.2611,214.9188
6.3374,0.6171,87.7155,2.2632,2.1301,7.649,2.1623,96.8657,204.1047
6.3064,0.6047,88.1414,2.4522,2.2999,5.7622,2.0823,91.2157,190.4252
6.294,0.5054,89.7585,2.6509,2.4784,5.6189,2.1707,88.3887,177.4909
6.2953,0.336,93.7609,2.7174,2.5309,5.3236,2.3875,86.8319,170.9759
6.2983,0.2281,97.7352,2.62,2.46,5.0446,2.5002,85.1961,166.4514
6.2955,0.232,98.2727,2.287,2.1677,4.9499,2.5007,83.5363,162.1263
6.2905,0.2536,97.5535,2.0692,1.9952,4.9481,2.4758,82.6145,158.5131
6.2927,0.2468,98.1906,2.2547,2.1587,5.2949,2.4442,83.6779,157.662
6.2948,0.2299,98.5549,2.2649,2.1672,5.7645,2.4323,87.0038,159.4382
6.292,0.2265,97.5423,2.1257,2.0417,6.0429,2.4489,92.5143,161.2221
6.2927,0.2455,95.9771,2.1937,2.1126,5.692,2.4801,94.8846,162.4833
6.2999,0.2607,92.5105,2.382,2.2479,4.8225,2.5037,92.8971,161.1564
6.2987,0.2645,85.7205,2.7878,2.5892,4.4918,2.5129,86.5759,157.8825
6.2888,0.2322,79.0033,3.2216,2.9541,4.4389,2.5215,81.5609,152.5641
6.2849,0.1589,76.1129,3.1417,2.9036,4.3237,2.518,78.2271,147.6865
6.2908,0.1323,75.1961,2.7305,2.5656,4.2544,2.5274,76.7227,143.8384
6.2919,0.1449,74.9397,2.4817,2.3673,4.3455,2.5676,75.9381,140.8321
6.286,0.1469,74.9641,2.3549,2.2677,4.769,2.5825,75.7742,139.4438
6.2832,0.1451,76.1239,2.3085,2.2322,4.9692,2.5721,75.6693,139.5578
6.2834,0.1415,78.6382,2.3187,2.2454,4.8122,2.5685,75.7308,140.2341
6.2859,0.1343,81.0728,2.4671,2.3774,4.5565,2.5548,75.5144,141.3395
6.2879,0.1366,83.3454,2.5295,2.4335,4.4096,2.5475,74.9592,141.9707
6.2832,0.1503,85.2619,2.5151,2.4226,4.557,2.5549,74.0484,141.5202
6.2833,0.161,84.2203,2.4389,2.3556,4.6385,2.5527,72.8852,141.7584
6.2901,0.1675,83.7227,2.3958,2.313,4.7668,2.5415,72.4118,141.9375
6.2939,0.1699,82.1865,2.6121,2.4906,4.8843,2.5468,73.4174,144.9234
6.2881,0.1674,79.6369,2.8285,2.683,4.861,2.5617,76.2281,150.7039
6.2868,0.1717,78.5789,2.8976,2.7298,5.658,2.5655,80.0026,159.2114
6.2946,0.1731,80.4601,2.7723,2.6084,7.9418,2.5568,83.9491,166.0322
6.3183,0.1715,84.4571,2.6036,2.4555,10.2656,2.5505,87.6236,170.2341
6.3921,0.1758,85.1938,2.6232,2.4686,12.291,2.547,90.1062,173.2285
6.4672,0.1837,84.6156,2.7279,2.5563,11.8322,2.5235,90.1887,173.6757
6.5692,0.1768,84.7134,2.8786,2.6833,7.7833,2.4708,88.0572,172.9629
6.6202,0.2017,84.4972,2.782,2.5935,5.7558,2.454,85.0866,171.414
6.5807,0.2953,84.1637,2.566,2.4035,6.6341,2.5538,82.6994,170.3773
6.4344,0.3263,84.135,2.3006,2.1775,7.6799,2.7752,81.889,169.8813
6.3197,0.2987,84.8836,1.7743,1.7279,7.1409,2.9046,82.4922,168.5912
6.3131,0.3025,88.5182,1.5671,1.5412,6.6652,2.9053,82.7375,165.6764
6.3187,0.3098,94.4355,1.4644,1.4402,6.6356,2.8059,82.6528,161.9397
6.3095,0.2632,97.4673,1.4902,1.4662,5.7574,2.6214,82.0446,158.5518
6.3003,0.236,97.3251,1.6473,1.6205,5.3455,2.5281,81.3125,156.0302
6.2914,0.2424,98.8767,1.8916,1.849,5.4917,2.514,80.6818,155.7981
6.2947,0.2444,98.1241,2.0251,1.9705,5.1426,2.517,79.5731,155.6877
6.2978,0.2287,94.5023,2.0548,1.9816,4.779,2.5236,77.3705,154.2476
6.2983,0.2175,90.0446,2.181,2.0872,5.1876,2.5038,74.177,152.158
6.2971,0.2288,73.155,2.2288,2.1307,7.9062,2.4755,73.8351,153.1184
6.2957,0.2428,89.4856,2.09,2.0095,12.9351,2.4761,76.4453,158.3824
6.2972,0.243,119.0136,1.9384,1.8748,15.6202,2.5034,80.5967,168.3608
6.2987,0.2412,129.4365,1.8409,1.8037,15.8799,2.5193,83.9589,177.016
6.4116,0.2464,129.7103,2.1437,2.0945,14.8012,2.5487,86.2703,184.7628
6.9299,0.2416,129.2484,2.2097,2.1533,13.7531,2.5763,87.7545,191.0575
7.2398,0.2351,116.4226,2.6199,2.519,13.3415,2.5986,88.4966,195.4546
7.2442,0.196,100.6706,3.3152,3.1466,13.4205,2.5891,88.9114,198.4823
7.219,0.1653,96.9174,2.6741,2.5669,13.7159,2.5203,89.6037,201.2309
7.3943,0.1723,92.0106,1.9417,1.8985,11.779,2.4629,90.9574,203.7855
7.532,0.2033,88.7144,1.7637,1.7588,10.5696,2.4438,92.5601,204.7318
7.5276,0.3004,88.2008,1.5794,1.6035,10.7551,2.4215,94.2169,203.5307
7.521,0.3213,86.7883,1.4896,1.5192,11.9152,2.4517,93.8548,200.3718
7.327,0.4867,90.0445,1.4839,1.5113,10.7785,2.4675,90.5085,195.0279
7.1827,1.7196,89.8971,1.4288,1.4632,9.6116,2.4549,83.1763,188.3314
7.177,1.1191,88.1171,1.3965,1.4357,10.4378,2.4337,77.948,179.0858
7.1039,0.1459,91.1347,1.3883,1.4304,11.9057,2.6063,73.5833,171.5689
6.5351,0.2321,92.7207,1.4903,1.5437,14.2355,3.0559,72.8408,163.2422
6.1614,0.2997,92.9018,1.4512,1.4992,14.9783,3.2597,73.6437,151.2361
6.1394,0.3141,93.2836,1.3863,1.4313,13.5687,3.1932,74.7932,140.0032
6.1147,0.331,92.3729,1.3611,1.4097,12.2976,3.1734,74.5725,128.4395
6.0683,0.3453,89.7157,1.3417,1.3978,10.0512,2.8445,72.7534,120.2319
6.0437,0.3395,88.304,1.3551,1.4072,8.3596,2.5863,70.6751,115.1732
6.0385,0.3334,86.9947,1.4831,1.5658,8.2377,2.5577,68.3964,112.9566
5.9637,0.2903,84.8442,2.0552,2.1446,7.3845,2.4893,68.3549,116.414
5.9304,0.2825,82.5167,2.1295,2.1645,6.5877,2.4464,70.1891,125.3738
5.9499,0.2979,76.0456,1.7814,1.8265,6.1909,2.434,73.8418,141.704
5.9592,0.2881,67.1292,1.0558,1.1032,6.2815,2.4508,77.1787,158.3253
5.9637,0.2809,64.5703,0.7778,0.8405,6.5978,2.4697,80.6678,174.6512
5.9573,0.2823,55.0999,0.7452,0.8113,6.8135,2.4439,85.9,187.2837
6.0182,0.2922,40.3608,0.7454,0.8036,7.1192,2.4229,93.1078,195.4204
6.0682,0.1964,28.9755,1.324,1.3619,7.6271,2.4257,97.176,196.2692
6.0701,0.1137,21.3376,1.8777,1.7963,8.1016,2.4227,97.5183,192.4631
6.0843,0.1197,18.5753,1.5049,1.4907,11.3185,2.4481,94.4646,187.2496
6.1892,0.119,22.7439,0.7967,0.8312,14.5016,2.396,90.619,182.643
6.2792,0.097,54.7149,0.5964,0.6027,15.1544,2.3576,87.8324,181.6931
6.3109,0.0901,88.3623,0.6396,0.643,15.0032,2.38,86.4347,182.4848
6.3269,0.1135,103.6514,0.6762,0.6798,15.4489,2.3847,86.6941,182.7407
6.3343,0.1398,106.7794,0.6225,0.5745,15.3828,2.3902,87.892,181.649
6.342,0.1463,106.7776,0.7834,0.7478,14.7604,2.3933,88.6662,177.9701
6.3358,0.2808,102.977,1.3605,1.3896,14.4634,2.3987,87.5607,172.9559
6.336,0.8528,98.7147,1.3639,1.3643,14.8833,2.3837,85.4292,166.5702
6.3518,0.8417,95.1249,1.3918,1.3879,14.526,2.4452,82.5251,161.6939
6.4328,0.3956,90.8622,1.4412,1.4514,13.9922,2.5565,80.2251,156.4408
6.4903,0.239,89.3204,1.5456,1.5396,14.1238,2.5961,78.0459,150.9256
6.5011,0.239,87.4631,1.7441,1.7109,13.8622,2.5941,76.3334,144.7772
6.5044,0.2502,88.9326,1.7104,1.6844,12.1263,2.5364,75.2418,141.0559
6.5568,0.2444,91.1942,1.6744,1.6639,10.271,2.3034,74.7808,140.092
6.5107,0.2388,91.6693,1.6968,1.6889,7.3463,0.6806,74.228,140.985
6.326,0.2192,94.7439,1.7143,1.7106,5.3529,1.109,73.9884,143.6412
6.2128,0.2003,88.3545,1.7586,1.7623,5.234,2.3686,73.4554,146.8841
6.1899,0.2022,79.064,1.9694,1.9252,5.0233,2.5323,74.0299,151.0516
6.1694,0.2077,78.9329,2.7855,2.6615,4.6526,2.5408,76.7304,156.5703
6.1638,0.1963,76.4246,3.5325,3.3066,4.5587,2.5493,82.0396,162.5614
6.1685,0.1582,73.4494,3.6082,3.376,4.6537,2.5422,85.2014,166.4816
6.1639,0.1395,77.2918,3.2386,3.0084,4.673,2.533,86.3861,169.1786
6.1989,0.153,81.3882,2.7224,2.5805,4.9051,2.5433,86.1418,170.4291
6.2312,0.1776,83.3912,2.5437,2.4183,5.2443,2.5469,85.7724,172.1064
6.228,0.1687,85.8828,2.6,2.4806,5.8547,2.4635,84.836,172.4554
6.216,0.155,86.5952,2.5888,2.4783,8.7584,2.4857,84.4616,172.1559
6.2639,0.206,87.8354,1.9997,1.9314,11.1778,2.5297,84.6603,171.0265
6.3166,0.2496,88.4258,1.7679,1.7428,9.8645,2.5411,84.9028,170.5866
6.3191,0.2414,86.2472,1.8364,1.8061,7.8208,2.6857,84.81,170.3488
6.3028,0.2258,82.0982,1.89,1.8558,8.5877,2.6731,84.5533,169.8086
6.3168,0.2168,80.5192,1.8907,1.8408,9.291,2.5685,84.1416,167.2577
6.3394,0.1967,83.3106,1.8301,1.785,9.6479,2.5252,84.0704,164.0738
6.3605,0.1912,86.1323,1.8226,1.7865,8.3015,2.5188,83.1893,160.2939
6.356,0.1994,86.5422,2.0223,1.9642,6.8808,2.5245,82.34,157.1092
6.3315,0.204,87.306,2.0899,2.0188,6.4853,2.5297,81.2667,154.5278
6.3182,0.2025,83.4855,2.0105,1.9513,7.5636,2.5294,80.133,151.9645
6.2624,0.1837,81.4643,1.9719,1.9243,9.9773,2.5452,78.6995,149.3318
6.2179,0.1796,84.9095,2.0931,2.0329,10.4196,2.5531,77.8402,148.2368
6.2224,0.1815,85.857,2.3397,2.2506,9.5637,2.5379,77.515,149.4243
6.2381,0.1773,85.6013,2.4909,2.3709,9.5393,2.5503,77.9724,151.4691
6.2401,0.1709,84.7595,2.4063,2.3011,10.9504,2.559,79.0067,153.1394
6.2351,0.172,83.4176,2.3245,2.2259,9.1036,2.5447,80.233,153.9496
6.2225,0.1749,83.5733,2.4392,2.3269,6.341,2.5577,81.1172,154.0537
6.2129,0.167,85.9432,2.5104,2.4006,6.42,2.5472,81.475,153.4077
6.2102,0.1766,88.8982,2.2254,2.1613,6.4485,2.5471,81.2662,152.086
6.1924,0.1998,89.8595,2.1042,2.0644,5.4371,2.5591,79.9178,150.2975
6.1808,0.2159,93.2316,2.1102,2.0775,5.376,2.5517,78.7485,149.6923
6.1798,0.2161,94.473,2.0199,1.9891,6.2499,2.5488,78.3955,150.9524
6.192,0.2112,89.1504,2.2442,2.199,6.697,2.5469,79.1486,154.546
6.1951,0.2148,84.6911,2.8865,2.7699,7.3178,2.5712,79.3609,156.7115
6.194,0.2236,86.9563,3.4545,3.29,7.3503,2.5863,78.9537,155.5127
6.1824,0.1936,85.357,3.5357,3.3472,7.1392,2.5802,77.7861,150.8227
6.1647,0.1579,80.1886,3.2365,3.0131,7.3584,2.6164,76.9636,146.887
6.1555,0.1375,79.6014,3.1068,2.8971,7.496,2.6514,76.2591,143.9685
6.1541,0.1262,80.3303,2.9933,2.8112,7.0261,2.6111,75.7832,140.9305
6.1728,0.1283,80.6529,2.7311,2.5995,7.2137,2.603,75.912,138.7031
6.1994,0.1437,83.1472,2.4272,2.3487,6.9203,2.719,76.0242,137.9584
6.2102,0.1702,83.5457,2.4848,2.4249,6.2381,2.7088,75.928,138.5045
6.2063,0.1767,82.0471,2.672,2.5799,5.7381,2.5752,75.7657,139.6428
6.213,0.1585,80.1439,2.5435,2.4749,5.5142,2.5201,75.7445,140.5198
6.2165,0.1478,74.6744,2.2907,2.2482,5.369,2.5417,76.0349,141.6362
6.2189,0.1319,69.0897,2.0501,2.0325,5.4632,2.5456,76.6781,143.3621
6.2234,0.1114,69.7606,1.956,1.9496,5.3791,2.5156,77.2614,144.8547
6.2264,0.1083,73.1367,1.8564,1.862,5.3055,2.4919,77.6707,145.2133
6.2231,0.1122,77.3662,1.8489,1.8476,5.3744,2.4895,77.823,144.2525
6.2226,0.1358,80.1398,2.264,2.2157,5.7627,2.4972,77.7628,142.7548
6.236,0.2173,81.9814,2.6378,2.5342,6.0057,2.516,77.5049,140.916
6.2398,0.2613,79.8742,2.6745,2.5649,6.175,2.5275,77.0139,138.9503
6.2359,0.2476,77.3592,2.5144,2.4295,6.2986,2.55,76.4258,136.5862
6.2326,0.2294,77.0961,2.4035,2.3384,5.8263,2.5446,75.6719,133.6877
6.2327,0.2064,77.1886,2.3805,2.3208,5.2689,2.5231,75.0515,130.103
6.2298,0.1885,77.2631,2.2522,2.2142,5.2457,2.5142,74.1556,127.4258
6.237,0.1866,77.8773,2.1579,2.136,5.2887,2.5078,72.9173,126.9425
6.2423,0.1871,78.7806,2.1574,2.1507,5.0453,2.515,71.7771,128.2053
6.232,0.188,78.0964,2.074,2.0891,5.2615,2.5162,71.6035,130.7022
6.2245,0.1938,77.2424,1.83,1.8648,5.3173,2.527,72.4572,132.7687
6.2245,0.1983,80.3201,1.7423,1.7821,5.2466,2.5277,73.6236,134.0938
6.2337,0.1965,80.6418,1.7751,1.8173,5.6832,2.52,74.746,134.3403
6.2435,0.2043,85.2946,1.7642,1.7959,5.6798,2.5384,75.3791,133.8344
6.2391,0.2101,92.7115,1.6613,1.689,5.567,2.5546,75.6335,133.5079
6.2165,0.207,95.877,1.7589,1.7712,5.449,2.5463,75.7509,133.8977
6.2031,0.2057,94.008,1.8465,1.84,5.9468,2.5261,75.9667,135.3008
6.2222,0.2069,88.6736,1.8408,1.8169,7.707,2.4855,76.2768,136.7951
6.2667,0.2031,81.1836,1.618,1.6,8.4266,2.452,76.445,138.1775
6.2939,0.1988,78.2006,1.0968,1.1026,7.8024,2.4058,76.4396,139.2478
6.3126,0.1887,75.6286,0.7302,0.7442,7.5097,2.3708,76.8789,141.0887
6.301,0.1893,69.0631,0.6767,0.6905,6.6467,2.3942,78.0828,144.1039
6.2649,0.1939,65.771,0.7654,0.8008,7.0897,2.4138,80.341,148.9981
6.2746,0.1906,67.1392,0.9392,0.9897,7.1948,2.4184,82.4173,153.4567
6.3119,0.1855,72.5385,0.9702,1.0338,6.523,2.4266,84.4348,156.9626
6.3266,0.1828,76.0006,0.9292,0.971,6.3978,2.419,86.1225,159.0578
6.3301,0.1782,78.173,1.2251,1.2426,6.9527,2.4349,87.0601,160.567
6.2803,0.1905,80.1122,1.4971,1.4641,6.6144,2.4775,86.8073,161.1635
6.241,0.1991,84.1682,1.6617,1.6289,5.9755,2.5225,85.9459,160.9044
6.2352,0.1903,92.6603,1.6529,1.6171,6.2817,2.5412,84.5005,159.9724
6.24,0.1872,98.0046,1.6556,1.6254,6.7192,2.5309,83.7402,158.8367
6.2448,0.1913,108.3825,1.7762,1.7426,7.1101,2.5221,83.3442,158.251
6.2246,0.194,121.9851,1.4581,1.4427,7.1581,2.5371,83.352,157.8502
6.2078,0.1981,146.3579,1.2714,1.2546,7.4857,2.5494,83.3411,157.0456
6.2061,0.2014,159.8824,0.9755,0.9867,8.1437,2.5204,83.3653,156.3511
6.2067,0.2056,135.261,0.742,0.7666,7.8364,2.5167,83.1255,156.0897
6.1854,0.2124,114.7703,0.9099,0.9458,6.4382,2.5179,82.6334,155.2419
6.2033,0.1851,110.762,1.389,1.432,5.5729,2.5174,81.8284,153.5604
6.2322,0.1529,109.876,1.6019,1.6028,5.2459,2.521,81.2801,150.6443
6.2386,0.1495,108.2818,1.7085,1.7062,5.7755,2.5085,80.7462,147.6797
6.239,0.1476,101.7631,1.7156,1.7226,5.957,2.5151,80.1361,145.7215
6.248,0.14,95.3647,1.4463,1.4791,5.5758,2.5231,79.4006,144.6633
6.2455,0.1374,89.6686,1.1559,1.2017,6.4948,2.5138,79.1765,144.7391
6.2405,0.1548,89.1689,1.0903,1.1512,8.0144,2.4967,78.7099,144.8837
6.2448,0.1667,92.699,1.2652,1.3068,8.4377,2.4928,78.2827,144.4848
6.2139,0.1427,96.2526,1.2676,1.3109,9.0192,2.5332,77.688,143.4022
6.1897,0.1232,99.1964,1.2801,1.324,9.8009,2.5673,76.7871,142.3989
6.2064,0.1212,101.7458,1.2428,1.288,10.1975,2.6331,76.2543,143.4937
6.2857,0.132,102.5455,1.2352,1.2725,9.6775,2.6319,76.2803,147.3785
6.3755,0.1909,98.9956,1.2713,1.2965,8.3744,2.5663,78.7469,152.2698
6.4082,0.226,94.4367,1.3417,1.3586,7.8362,2.4968,82.4026,155.8065
6.4083,0.2317,96.1965,1.385,1.3961,7.9826,2.4749,86.157,158.068
6.3017,0.2474,95.718,1.3705,1.3804,7.892,2.5523,87.6737,158.9262
6.223,0.252,96.9849,1.3314,1.3394,7.3038,2.6015,86.2066,159.4143
6.2203,0.2549,101.7336,1.271,1.2807,6.9583,2.5926,83.1003,158.7754
6.2648,0.2662,103.7907,1.2027,1.2175,7.2814,2.5777,80.427,158.3654
6.3025,0.2911,103.0487,1.1661,1.1777,7.1644,2.5879,79.0028,159.929
6.3081,0.3149,104.6909,1.1524,1.1597,6.9103,2.591,79.4035,162.8568
6.3186,0.3114,103.9812,1.1265,1.1313,7.6592,2.5792,82.1364,167.4647
6.3096,0.2911,103.3313,1.1033,1.1049,12.3652,2.5746,85.2424,171.9707
6.291,0.2718,103.3058,1.1249,1.1291,15.0584,2.5858,87.9866,175.8538
6.2933,0.2725,104.2167,1.1651,1.1704,14.9989,2.6033,89.0329,178.2437
6.3,0.2754,104.4822,1.2102,1.2098,13.1554,2.6006,88.8383,178.3626
6.3351,0.2824,103.6373,1.2441,1.2403,12.367,2.6024,87.6676,177.3207
6.3687,0.3004,100.3882,1.2407,1.2375,12.2826,2.5909,86.9401,177.1557
6.3653,0.3037,97.7086,1.198,1.1987,11.1114,2.5719,86.3918,178.0522
6.3677,0.3011,98.7607,1.1316,1.1381,11.5403,2.5449,87.5138,179.4316
6.4346,0.3057,99.2799,1.0958,1.1069,11.8343,2.5217,89.0025,182.3061
6.4853,0.2964,101.0111,1.1219,1.1361,11.4313,2.5299,91.0817,186.6837
6.4929,0.2918,105.703,1.1669,1.1819,12.1059,2.5714,92.1469,190.1892
6.5443,0.2876,107.8284,1.1733,1.1923,12.8264,2.5682,92.6379,191.6095
6.5811,0.2744,-999,1.1329,1.1536,12.2628,2.5228,92.461,190.4345
6.5946,0.2617,-999,1.0973,1.1134,12.7935,2.5014,91.7723,187.4619
6.7446,0.2685,-999,1.1137,1.129,14.3679,2.5641,90.4554,184.5602
6.8512,0.2725,-999,1.1563,1.1766,14.6165,2.6121,88.9691,181.4752
6.7196,0.2633,-999,1.1681,1.1897,13.9814,2.5741,87.3751,179.4997
6.6239,0.2544,-999,1.1672,1.1896,13.0532,2.5388,85.5444,178.0505
6.6289,0.2561,-999,1.179,1.2015,12.7344,2.5683,85.5675,177.1222
6.5869,0.262,-999,1.1761,1.1978,10.0784,2.5697,86.361,176.3674
6.5419,0.265,-999,1.1605,1.183,7.6571,2.5244,87.9703,174.8376
6.5203,0.2612,-999,1.1602,1.1838,7.803,2.5423,87.6255,172.4961
6.5125,0.2532,-999,1.1784,1.2075,8.0078,2.5879,86.8159,169.4769
6.5574,0.2413,-999,1.2076,1.2421,8.3662,2.589,85.2313,166.5903
6.4319,0.2495,-999,1.2271,1.2613,8.1129,2.5785,83.6949,164.0103
6.2852,0.2583,-999,1.2249,1.2579,9.1015,2.5733,81.5587,161.8746
6.2473,-999,-999,1.2209,1.255,9.665,2.5773,79.756,160.0197
6.2678,-999,-999,1.2236,1.259,8.892,2.5806,78.6615,159.795
6.2663,-999,-999,1.2295,1.265,9.1034,2.5874,78.7318,160.2201
6.2649,-999,-999,1.2354,1.2699,10.3374,2.5919,79.0347,161.1376
6.3226,-999,-999,1.2411,1.2741,13.6455,2.5753,79.897,162.3596
6.3653,-999,-999,1.2491,1.2821,15.5669,2.5852,81.3712,164.0192
6.3732,-999,-999,1.2547,1.288,11.9788,2.5591,83.516,166.2146
6.3858,-999,-999,1.2566,1.2888,8.9768,2.5628,85.3108,167.8528
6.3989,-999,-999,1.2689,1.3012,8.9926,2.591,86.3972,169.2641
6.4107,-999,-999,1.2931,1.3258,9.1528,2.6008,86.8424,170.5639
6.4485,-999,-999,1.306,1.3382,9.3472,2.582,86.8042,171.4642
6.5371,-999,-999,1.3012,1.3338,9.0566,2.5583,86.5976,172.0032
6.5925,-999,-999,1.2857,1.3198,9.1238,2.5386,86.3625,173.0778
6.6039,-999,-999,1.2818,1.3159,10.3995,2.5534,86.3684,174.8625
6.6711,-999,-999,1.2922,1.3254,10.1299,2.5603,86.5196,177.1644
6.7667,-999,-999,1.2923,1.3257,11.6526,2.5712,86.7543,178.2131
6.8117,-999,-999,1.2879,1.3218,12.8581,2.5801,87.0487,178.5762
6.8372,-999,-999,1.2846,1.32,11.9634,2.5601,87.2533,178.0371
6.6941,-999,-999,1.2913,1.3254,11.2034,2.5706,87.242,177.5314
6.5601,-999,-999,1.3112,1.3415,12.6775,2.5888,86.4703,177.0564
6.6017,-999,-999,1.3229,1.3529,14.8438,2.6057,85.5381,176.9818
6.6392,-999,-999,1.3143,1.3451,15.1763,2.6282,85.1036,176.7471
6.6002,-999,-999,1.2959,1.3266,11.029,2.5752,85.9863,176.1173
6.5528,-999,-999,1.2751,1.3049,7.6823,2.4974,86.6541,175.0261
6.5306,-999,-999,1.2443,1.2701,7.1549,2.5029,86.8734,173.1764
6.4464,-999,-999,1.2197,1.2431,7.2376,2.5577,86.277,171.4466
6.3714,-999,-999,1.2056,1.2308,7.6467,2.5698,85.1236,169.8655
6.3653,-999,-999,1.1949,1.2191,8.1994,2.5754,83.2106,168.7752
6.3719,-999,-999,1.1759,1.1982,8.4494,2.5551,81.7928,167.9856
8.5,0.2926,52.2569,1.0458,1.6621,5.7534,2.306,87.3769,181.3745
8.5,0.2747,54.2224,1.0789,1.6501,6.0778,2.321,86.7133,181.2223
8.5,0.2514,53.424,1.1042,1.6078,6.4557,2.3501,86.0496,181.0701
8.5469,0.2282,50.9148,1.1137,1.4917,6.8175,2.3937,85.5399,180.8957
8.5469,0.2182,48.7448,1.1477,1.4985,7.0934,2.4447,85.2696,180.687
8.5,0.2229,48.4841,1.2232,1.7041,7.2446,2.49,84.9992,180.4783
8.5,0.2333,49.9109,1.3063,1.9373,7.2143,2.5158,84.867,180.3543
8.5,0.2479,48.4373,1.4766,2.6565,7.0279,2.5199,84.9986,180.3923
8.5234,0.2613,51.749,1.5039,2.7854,6.7365,2.5034,85.1304,180.4303
8.5,0.2776,53.4662,1.4811,2.5183,6.4263,2.4736,85.3489,180.5798
8.5,0.2814,54.7331,1.4468,2.2808,6.2049,2.4375,85.7744,180.995
8.5469,0.2701,55.9999,1.379,2.0721,6.2552,2.3992,86.1999,181.4103
8.5,0.2582,59.4652,1.2321,1.5966,6.7212,2.3666,86.6566,181.9264
8.5,0.2464,58.9727,1.0952,1.3534,7.4315,2.3535,87.2081,182.7489
8.5234,0.2438,48.2031,1.0285,3.1523,7.9124,2.3718,87.7596,183.5715
8.5,0.2504,37.346,0.9811,8.2286,7.7437,2.4117,88.2746,184.4034
8.4844,0.2602,31.4503,0.8856,7.0273,6.9007,2.4358,88.6432,185.2724
8.4688,0.2664,27.542,0.7825,3.5777,5.7865,2.4053,89.0118,186.1414
8.4844,0.2688,25.8603,0.6816,2.0999,4.9403,2.3293,89.3649,186.9256
8.5,0.2704,25.6494,0.6842,2.7348,4.5607,2.2479,89.6312,187.2342
